name,occurences,%
Worn Rapier of Shadows,1,0.001
Forged Wand of Destruction,2,0.002
Bronze Mace of Light,2,0.002
Wood Scythe of Souls,1,0.001
Cracked Axe of Moon,1,0.001
Champion Dagger of Souls,1,0.001
Demonic Tome of Rage,1,0.001
Steel Ice Flame of Fiery Might,1,0.001
Cracked Warhammer of Fiery Might,1,0.001
Demonic Warhammer of Abyss,1,0.001
Lava-Forged Axe of Suffering,1,0.001
Shadow Long Bow of Fiery Might,2,0.002
Steel Wand of Abyss,1,0.001
Bronze Halberd of Insanity,1,0.001
Lava-Forged Club of Might,1,0.001
Fire Flame of Souls,1,0.001
Cast Iron Axe of Shadows,2,0.002
Shadow Tome,1,0.001
Forged Quarterstaff of Fiery Might,1,0.001
Champion Quarterstaff of Fiery Might,1,0.001
Demonic Short Bow of Pain,1,0.001
Lava-Forged Necklace of Abyss,1,0.001
Worn Spear of Void,1,0.001
Lava-Forged Ice Flame of Rage,1,0.001
Wood Axe of Shadows,1,0.001
Champion Double Bow of Souls,1,0.001
Scythe of Doom,1,0.001
Lava-Forged Long Bow of Brilliance,2,0.002
Wood Tome of Void,3,0.003
Forged Club of Healing,1,0.001
Shadow Staff of Suffering,1,0.001
Mystic Wand of Skill,1,0.001
Bronze Ice Flame of Void,1,0.001
Champion Staff of Vengeance,2,0.002
Wood Quarterstaff of Doom,1,0.001
Shadow Dagger of Suffering,1,0.001
Cryptic Amulet of Rage,1,0.001
Cast Iron Halberd of Torment,1,0.001
Enflamed Bracelet of Brilliance,3,0.003
Crystal Necklace of Shadows,2,0.002
Wood Long Bow of Fiery Might,1,0.001
Lava-Forged Rapier of Doom,2,0.002
Champion Long Bow of Skill,3,0.003
Mystic Warhammer of Fiery Might,1,0.001
Demonic Mace of Skill,1,0.001
Demonic Long Bow of Pain,1,0.001
Worn Halberd of Wit,1,0.001
Scepter of Insanity,1,0.001
Bronze Long Bow of Light,1,0.001
Mystic Mace of Rage,1,0.001
Steel Long Bow of Abyss,2,0.002
Forged Short Bow of Warding,1,0.001
Bronze Warhammer of Abyss,1,0.001
Lava-Forged Spear of Souls,1,0.001
Forged Fire Flame of Moon,1,0.001
Demonic Warhammer of Moon,3,0.003
Lava-Forged Rapier of Might,1,0.001
Forged Ice Flame of Doom,1,0.001
Cast Iron Scythe of Torment,1,0.001
Ancient Halberd of Suffering,1,0.001
Mystic Long Sword of Destruction,1,0.001
Reinforced Quarterstaff of Pain,1,0.001
Lava-Forged Tome of Skill,1,0.001
Amulet of Abyss,1,0.001
Cast Iron Wand of Brilliance,1,0.001
Lava-Forged Short Bow of Insanity,1,0.001
Exquisite Choker of Warding,1,0.001
Reinforced Tome,1,0.001
Cryptic Pendant of Souls,2,0.002
Lava-Forged Long Sword of Vengeance,1,0.001
Bronze Fire Flame of Void,1,0.001
Lava-Forged Short Bow of Brilliance,1,0.001
Plague Amulet of Warding,1,0.001
Ancient Halberd of Rage,1,0.001
Reinforced Long Sword of Fiery Might,1,0.001
Mystic Scythe of Souls,2,0.002
Shadow Double Bow of Doom,1,0.001
Mystic Mace of Suffering,1,0.001
Cast Iron Greater Wand of Arcane,1,0.001
Mystic Scepter of Moon,1,0.001
Cast Iron Greater Wand of Storms,1,0.001
Cracked Scythe of Void,1,0.001
Forged Rapier of Souls,2,0.002
Worn Long Sword of Light,1,0.001
Divine Amulet of Warding,1,0.001
Quarterstaff of Suffering,1,0.001
Champion Long Sword of Destruction,1,0.001
Bronze Choker of Healing,3,0.003
Champion Halberd of Shadows,1,0.001
Shadow Long Sword of Pain,1,0.001
Lava-Forged Long Sword of Might,1,0.001
Forged Ice Flame of Lightning,1,0.001
Cast Iron Wand of Shadows,2,0.002
Cracked Double Bow of Brilliance,3,0.003
Shadow Warhammer of Souls,1,0.001
Wood Club of Destruction,1,0.001
Bronze Morningstar of Moon,1,0.001
Ancient Fire Flame of Fiery Might,2,0.002
Shadow Halberd of Sun,1,0.001
Mystic Spear of Might,2,0.002
Bronze Halberd of Torment,1,0.001
Lava-Forged Ice Flame of Light,1,0.001
Wood Greater Wand of Healing,1,0.001
Forged Scythe of Sun,2,0.002
Gold Pendant of Brilliance,2,0.002
Demonic Rapier of Healing,1,0.001
Steel Scythe of Souls,2,0.002
Reinforced Scythe of Healing,2,0.002
Wood Rapier of Light,2,0.002
Shadow Short Bow of Void,1,0.001
Cast Iron Tome of Light,1,0.001
Demonic Warhammer,1,0.001
Cast Iron Dagger of Healing,1,0.001
Champion Warhammer of Healing,2,0.002
Reinforced Dagger of Warding,1,0.001
Champion Scepter of Lightning,1,0.001
Wood Quarterstaff of Shadows,1,0.001
Lava-Forged Choker of Insanity,1,0.001
Plague Necklace of Vengeance,1,0.001
Cast Iron Halberd of Brilliance,1,0.001
Demonic Ice Flame of Might,1,0.001
Wood Scepter of Light,1,0.001
Steel Halberd of Sun,1,0.001
Diamond Amulet of Lightning,1,0.001
Wood Halberd of Void,2,0.002
Bronze Scepter of Suffering,1,0.001
Demonic Mace of Rage,1,0.001
Steel Wand of Lightning,1,0.001
Cryptic Necklace of Suffering,4,0.004
Shadow Quarterstaff of Storms,1,0.001
Wood Fire Flame of Arcane,1,0.001
Reinforced Long Bow of Wit,1,0.001
Forged Club of Storms,1,0.001
Champion Ice Flame of Light,1,0.001
Forged Short Bow of Fiery Might,1,0.001
Champion Short Bow of Pain,1,0.001
Cast Iron Staff of Warding,1,0.001
Lava-Forged Scythe of Doom,1,0.001
Worn Amulet of Arcane,1,0.001
Cast Iron Spear of Souls,1,0.001
Cracked Staff of Insanity,1,0.001
Bronze Long Bow of Moon,1,0.001
Bronze Double Bow,1,0.001
Ice Flame of Sun,1,0.001
Reinforced Greater Wand of Lightning,1,0.001
Champion Long Sword of Souls,1,0.001
Lava-Forged Dagger of Sun,2,0.002
Mystic Staff of Doom,1,0.001
Worn Mace of Sun,1,0.001
Cracked Rapier of Wit,1,0.001
Shadow Short Bow of Light,1,0.001
Cracked Rapier of Souls,1,0.001
Champion Halberd of Healing,2,0.002
Champion Dagger of Healing,1,0.001
Reinforced Spear of Torment,1,0.001
Crimson Bracer of Warding,2,0.002
Steel Greater Wand of Lightning,1,0.001
Gold Bracer of Insanity,2,0.002
Wood Scepter of Souls,2,0.002
Elemental Amulet of Vengeance,1,0.001
Steel Fire Flame of Destruction,1,0.001
Steel Short Bow of Moon,1,0.001
Mystic Staff of Shadows,1,0.001
Lava-Forged Choker of Lightning,2,0.002
Plague Amulet of Insanity,1,0.001
Cast Iron Axe of Storms,1,0.001
Shadow Wand,1,0.001
Demonic Warhammer of Void,1,0.001
Long Sword of Souls,1,0.001
Gold Bracelet of Might,1,0.001
Bronze Scythe of Storms,1,0.001
Steel Quarterstaff of Pain,1,0.001
Dragonscale Choker of Brilliance,2,0.002
Steel Quarterstaff of Void,1,0.001
Reinforced Fire Flame of Torment,1,0.001
Bronze Warhammer of Suffering,1,0.001
Champion Long Bow,1,0.001
Mystic Double Bow of Abyss,1,0.001
Diamond Bracelet,1,0.001
Cracked Fire Flame of Rage,1,0.001
Imbued Necklace of Pain,1,0.001
Steel Long Sword of Sun,1,0.001
Bronze Amulet,1,0.001
Bronze Mace of Rage,1,0.001
Steel Quarterstaff of Brilliance,1,0.001
Ring of Wit,2,0.002
Demonic Greater Wand of Destruction,1,0.001
Steel Morningstar of Storms,1,0.001
Reinforced Short Bow of Brilliance,1,0.001
Mystic Rapier of Rage,1,0.001
Fire Flame of Healing,1,0.001
Ice Flame of Vengeance,1,0.001
Bronze Rapier of Pain,1,0.001
Shadow Halberd of Fiery Might,1,0.001
Ancient Halberd,1,0.001
Demonic Morningstar of Abyss,1,0.001
Champion Wand of Arcane,1,0.001
Mace of Fiery Might,1,0.001
Worn Staff of Fiery Might,2,0.002
Lava-Forged Mace of Souls,1,0.001
Halberd of Rage,1,0.001
Demonic Quarterstaff of Souls,2,0.002
Worn Tome of Might,1,0.001
Bronze Staff of Healing,1,0.001
Lava-Forged Club of Vengeance,1,0.001
Demonic Staff of Insanity,1,0.001
Worn Rapier of Fiery Might,1,0.001
Ancient Fire Flame of Warding,1,0.001
Mystic Warhammer of Might,1,0.001
Cracked Tome of Insanity,1,0.001
Lava-Forged Long Sword of Insanity,2,0.002
Lava-Forged Warhammer of Lightning,1,0.001
Ancient Rapier of Fiery Might,2,0.002
Warhammer of Suffering,1,0.001
Demonic Short Bow of Suffering,1,0.001
Worn Tome of Brilliance,1,0.001
Wood Halberd of Torment,1,0.001
Forged Ice Flame of Pain,1,0.001
Steel Scythe of Rage,1,0.001
Mystic Mace of Skill,1,0.001
Champion Mace of Sun,1,0.001
Reinforced Greater Wand of Void,1,0.001
Divine Amulet of Pain,4,0.004
Forged Club of Pain,1,0.001
Silver Necklace of Arcane,1,0.001
Bronze Choker of Rage,1,0.001
Shadow Ice Flame of Wit,1,0.001
True Pendant of Warding,2,0.002
Bronze Long Bow of Healing,2,0.002
Demonic Tome of Arcane,1,0.001
Steel Greater Wand of Storms,1,0.001
Lava-Forged Long Sword of Void,2,0.002
Lava-Forged Short Bow of Might,1,0.001
Worn Long Sword of Storms,1,0.001
Steel Tome of Warding,1,0.001
Reinforced Wand of Souls,3,0.003
Ancient Tome of Sun,1,0.001
Bronze Greater Wand of Light,1,0.001
Ancient Club of Souls,1,0.001
Shadow Axe of Shadows,1,0.001
Bronze Fire Flame of Skill,1,0.001
Champion Staff of Void,1,0.001
Cracked Long Bow of Might,1,0.001
Dragonscale Ring of Brilliance,3,0.003
Champion Scepter of Skill,1,0.001
Champion Long Bow of Souls,1,0.001
Forged Axe of Vengeance,1,0.001
Ancient Rapier of Shadows,1,0.001
Ancient Long Sword of Shadows,1,0.001
Lava-Forged Scythe of Sun,1,0.001
Bronze Long Sword of Healing,1,0.001
Cracked Long Sword of Doom,1,0.001
Shadow Long Sword of Rage,1,0.001
Cast Iron Greater Wand of Light,1,0.001
Reinforced Fire Flame of Skill,1,0.001
Ancient Club of Light,1,0.001
Demonic Long Sword of Torment,1,0.001
Shadow Fire Flame of Wit,1,0.001
Bronze Halberd of Warding,1,0.001
Demonic Rapier of Warding,2,0.002
Demonic Staff of Skill,1,0.001
Mystic Long Sword of Arcane,1,0.001
Mystic Club of Void,1,0.001
Lava-Forged Staff of Storms,1,0.001
Demonic Long Sword of Destruction,1,0.001
Steel Halberd of Storms,1,0.001
Reinforced Long Sword of Shadows,1,0.001
Dragonscale Pendant of Arcane,1,0.001
Forged Tome of Rage,1,0.001
Mystic Rapier of Void,1,0.001
Scythe of Might,1,0.001
Shadow Axe of Destruction,1,0.001
Wood Spear of Might,1,0.001
Wood Mace of Storms,1,0.001
Wood Scepter of Sun,1,0.001
Cast Iron Scepter of Souls,1,0.001
Cast Iron Tome of Insanity,1,0.001
Cracked Mace of Lightning,1,0.001
Steel Dagger of Shadows,2,0.002
Cracked Rapier of Pain,1,0.001
Ancient Rapier of Rage,1,0.001
Forged Morningstar of Storms,1,0.001
Worn Staff of Pain,1,0.001
Wood Quarterstaff of Souls,2,0.002
Cast Iron Wand of Lightning,2,0.002
Double Bow of Might,2,0.002
Cast Iron Warhammer of Wit,2,0.002
Forged Scepter of Void,1,0.001
Steel Staff of Moon,1,0.001
Exquisite Choker of Abyss,1,0.001
Cracked Scythe of Insanity,1,0.001
Steel Long Sword of Void,1,0.001
Champion Greater Wand of Rage,1,0.001
Reinforced Fire Flame of Vengeance,1,0.001
Lava-Forged Axe of Rage,1,0.001
Lava-Forged Rapier of Insanity,1,0.001
Shadow Tome of Rage,1,0.001
Champion Quarterstaff of Lightning,1,0.001
Cracked Short Bow of Pain,1,0.001
Champion Mace of Healing,1,0.001
Demonic Tome of Wit,1,0.001
Shadow Ice Flame of Suffering,1,0.001
Steel Ice Flame of Pain,1,0.001
Worn Staff of Skill,1,0.001
Demonic Tome of Destruction,1,0.001
Wood Mace of Suffering,1,0.001
Greater Wand of Shadows,1,0.001
Mystic Wand of Doom,1,0.001
Gold Choker of Skill,2,0.002
Bronze Wand of Sun,1,0.001
Forged Fire Flame of Warding,1,0.001
Imbued Necklace of Destruction,1,0.001
Rapier of Suffering,1,0.001
Mystic Long Bow of Warding,1,0.001
Demonic Axe of Sun,2,0.002
Worn Fire Flame of Vengeance,1,0.001
Crystal Necklace of Wit,1,0.001
Mystic Axe of Might,1,0.001
Cast Iron Short Bow of Brilliance,2,0.002
Bronze Spear of Fiery Might,1,0.001
Morningstar of Arcane,1,0.001
Champion Greater Wand of Warding,1,0.001
Demonic Greater Wand of Lightning,1,0.001
Demonic Axe of Storms,3,0.003
Worn Choker of Warding,3,0.003
Forged Ice Flame of Moon,1,0.001
Worn Ice Flame of Storms,1,0.001
Ancient Mace of Suffering,1,0.001
Steel Spear of Warding,1,0.001
Cast Iron Short Bow of Abyss,1,0.001
Champion Ice Flame of Storms,1,0.001
Ancient Mace of Insanity,1,0.001
Steel Tome of Torment,1,0.001
Champion Mace of Brilliance,1,0.001
Worn Quarterstaff of Destruction,1,0.001
Reinforced Greater Wand of Insanity,1,0.001
Champion Spear of Rage,1,0.001
Ancient Halberd of Brilliance,1,0.001
Shadow Rapier of Arcane,1,0.001
Worn Club of Storms,1,0.001
Cracked Tome of Suffering,1,0.001
Steel Club,1,0.001
Reinforced Scythe of Void,1,0.001
Cast Iron Double Bow of Insanity,1,0.001
Bronze Greater Wand of Torment,1,0.001
Champion Long Sword of Vengeance,1,0.001
Forged Axe of Fiery Might,1,0.001
Shadow Dagger of Shadows,1,0.001
Worn Halberd,1,0.001
Cracked Staff of Lightning,1,0.001
Bronze Quarterstaff of Vengeance,1,0.001
Lava-Forged Halberd of Lightning,1,0.001
Ancient Scepter of Skill,1,0.001
Demonic Fire Flame of Pain,1,0.001
Lava-Forged Double Bow of Doom,1,0.001
Wand of Torment,1,0.001
Engraved Pendant of Void,1,0.001
Bronze Halberd of Might,2,0.002
Demonic Tome of Pain,1,0.001
Amulet of Vengeance,2,0.002
Champion Wand of Suffering,1,0.001
Cast Iron Ice Flame,2,0.002
Cast Iron Long Sword of Abyss,1,0.001
Cast Iron Scythe of Abyss,1,0.001
Lava-Forged Quarterstaff of Torment,1,0.001
Crimson Choker of Souls,1,0.001
Bronze Long Sword of Lightning,1,0.001
Scythe of Pain,1,0.001
Shadow Wand of Void,1,0.001
Forged Rapier of Healing,1,0.001
Cast Iron Short Bow of Destruction,1,0.001
Demonic Halberd of Abyss,1,0.001
Ancient Long Bow of Storms,1,0.001
Halberd of Pain,2,0.002
Wood Short Bow of Abyss,2,0.002
Divine Pendant of Storms,1,0.001
Ancient Quarterstaff,2,0.002
Ancient Tome of Lightning,1,0.001
Steel Dagger of Storms,1,0.001
Wood Scythe of Torment,1,0.001
Mystic Halberd of Destruction,1,0.001
Imbued Choker of Void,2,0.002
Ancient Double Bow of Suffering,1,0.001
Wood Scythe of Warding,2,0.002
Ancient Greater Wand of Arcane,1,0.001
Wood Ice Flame of Lightning,1,0.001
Shadow Club of Lightning,1,0.001
Mystic Spear of Shadows,1,0.001
Worn Quarterstaff of Healing,1,0.001
Long Sword of Healing,1,0.001
Steel Morningstar of Insanity,1,0.001
Ancient Staff of Might,1,0.001
Exquisite Bracer of Rage,2,0.002
Bronze Morningstar of Storms,1,0.001
Ancient Quarterstaff of Rage,1,0.001
Ancient Fire Flame of Suffering,1,0.001
Worn Long Bow of Sun,1,0.001
Rapier of Skill,1,0.001
Bronze Spear of Light,1,0.001
Forged Rapier of Torment,1,0.001
Mystic Morningstar of Storms,1,0.001
Demonic Long Bow of Insanity,1,0.001
Steel Axe of Souls,2,0.002
Demonic Tome of Vengeance,1,0.001
Cast Iron Morningstar of Doom,1,0.001
Wood Scythe of Sun,1,0.001
Mystic Club of Sun,1,0.001
Forged Warhammer,2,0.002
Worn Long Bow of Insanity,1,0.001
Wand of Destruction,1,0.001
Lava-Forged Wand of Doom,1,0.001
Divine Choker of Vengeance,2,0.002
Reinforced Wand of Wit,1,0.001
Ice Flame of Void,1,0.001
Mystic Mace of Shadows,1,0.001
Steel Scepter of Skill,1,0.001
Champion Halberd of Pain,1,0.001
Worn Club of Warding,1,0.001
Bronze Amulet of Brilliance,3,0.003
Worn Club of Wit,1,0.001
Champion Axe of Wit,1,0.001
Reinforced Greater Wand of Arcane,1,0.001
Cracked Tome of Healing,1,0.001
Champion Staff of Lightning,1,0.001
Lava-Forged Tome of Sun,1,0.001
Shadow Dagger of Souls,1,0.001
Worn Double Bow of Arcane,2,0.002
Lava-Forged Long Bow of Insanity,1,0.001
Bronze Long Bow of Lightning,1,0.001
Demonic Warhammer of Light,1,0.001
Ancient Club of Suffering,2,0.002
Mystic Quarterstaff of Moon,1,0.001
Worn Long Bow of Souls,1,0.001
Forged Long Bow,1,0.001
Cast Iron Staff of Brilliance,1,0.001
Reinforced Double Bow of Wit,1,0.001
Champion Scepter of Doom,1,0.001
Cracked Double Bow of Vengeance,1,0.001
Cracked Short Bow of Vengeance,1,0.001
Cracked Spear of Moon,1,0.001
Wood Scythe of Fiery Might,2,0.002
Lava-Forged Amulet of Doom,1,0.001
Demonic Scepter of Sun,1,0.001
Cracked Dagger,1,0.001
Demonic Halberd of Destruction,1,0.001
Ancient Spear of Insanity,1,0.001
Worn Long Bow of Moon,1,0.001
Reinforced Morningstar of Doom,1,0.001
Mace of Might,1,0.001
Club of Torment,1,0.001
Cracked Tome of Arcane,1,0.001
Steel Quarterstaff of Lightning,1,0.001
Cracked Morningstar of Wit,1,0.001
Champion Long Sword of Storms,1,0.001
Cracked Quarterstaff of Moon,2,0.002
Worn Club of Abyss,2,0.002
Ancient Short Bow of Souls,1,0.001
Demonic Fire Flame of Might,1,0.001
Steel Mace of Warding,2,0.002
Forged Staff of Torment,1,0.001
Shadow Staff,1,0.001
Worn Short Bow of Sun,1,0.001
Ancient Warhammer of Souls,1,0.001
Divine Choker of Sun,1,0.001
True Choker of Suffering,3,0.003
Forged Warhammer of Moon,2,0.002
Reinforced Halberd of Insanity,1,0.001
Mystic Short Bow of Wit,1,0.001
Cast Iron Staff of Lightning,1,0.001
Reinforced Dagger of Void,1,0.001
Reinforced Long Bow of Healing,1,0.001
Cast Iron Club of Wit,1,0.001
Shadow Tome of Void,1,0.001
Champion Greater Wand of Shadows,1,0.001
Reinforced Rapier of Storms,1,0.001
Cracked Staff of Abyss,1,0.001
Wood Tome of Healing,2,0.002
Shadow Axe of Suffering,1,0.001
Ancient Dagger of Void,1,0.001
Wood Scythe of Healing,1,0.001
Ancient Scythe of Suffering,1,0.001
Champion Scepter of Souls,1,0.001
Lava-Forged Quarterstaff of Might,1,0.001
Mystic Rapier of Abyss,1,0.001
Demonic Fire Flame of Torment,1,0.001
Lava-Forged Scepter of Lightning,1,0.001
Ancient Long Bow of Insanity,1,0.001
Shadow Greater Wand of Healing,1,0.001
Forged Double Bow of Lightning,1,0.001
Ancient Scepter of Void,1,0.001
Wood Double Bow of Destruction,1,0.001
Steel Quarterstaff of Fiery Might,1,0.001
Cracked Scythe of Vengeance,1,0.001
Enflamed Amulet of Arcane,3,0.003
Wood Long Sword of Wit,1,0.001
Necklace of Suffering,1,0.001
Forged Scepter of Brilliance,1,0.001
Demonic Ice Flame of Storms,1,0.001
Ancient Axe of Light,1,0.001
Steel Halberd of Souls,2,0.002
Reinforced Rapier of Shadows,1,0.001
Wood Spear of Pain,1,0.001
Champion Ice Flame of Shadows,1,0.001
Ancient Dagger of Warding,1,0.001
Cast Iron Scepter of Lightning,1,0.001
Ancient Greater Wand of Moon,1,0.001
Mystic Wand of Brilliance,1,0.001
Reinforced Axe of Arcane,1,0.001
Demonic Spear of Storms,1,0.001
Quarterstaff of Insanity,1,0.001
Cast Iron Long Bow of Moon,1,0.001
Cracked Fire Flame of Wit,1,0.001
Forged Rapier of Abyss,1,0.001
Reinforced Ice Flame of Insanity,1,0.001
Cracked Long Sword of Healing,1,0.001
Worn Warhammer of Moon,1,0.001
Champion Tome of Doom,1,0.001
Champion Club of Rage,1,0.001
Worn Scythe of Suffering,3,0.003
Cast Iron Staff of Arcane,1,0.001
Rapier,1,0.001
Champion Staff of Arcane,1,0.001
Reinforced Double Bow of Souls,1,0.001
Worn Scythe of Pain,1,0.001
Bronze Ice Flame of Destruction,1,0.001
Forged Double Bow of Light,2,0.002
Bronze Short Bow of Skill,1,0.001
Cast Iron Greater Wand of Healing,1,0.001
Long Sword of Skill,1,0.001
Mystic Quarterstaff of Skill,2,0.002
Worn Quarterstaff of Souls,1,0.001
Lava-Forged Scepter of Shadows,1,0.001
Wood Axe of Storms,1,0.001
Bronze Greater Wand of Healing,1,0.001
Lava-Forged Halberd of Sun,1,0.001
Mystic Rapier of Might,1,0.001
Worn Warhammer of Vengeance,1,0.001
Shadow Double Bow of Fiery Might,1,0.001
Demonic Ice Flame,1,0.001
Steel Club of Suffering,1,0.001
Lava-Forged Staff of Destruction,1,0.001
Forged Short Bow of Souls,1,0.001
Bronze Double Bow of Suffering,1,0.001
Steel Quarterstaff of Suffering,1,0.001
Divine Pendant of Healing,1,0.001
Reinforced Long Bow of Skill,1,0.001
Worn Double Bow of Insanity,1,0.001
Cast Iron Long Bow of Doom,1,0.001
Wood Dagger of Doom,1,0.001
Worn Tome of Skill,2,0.002
Halberd of Fiery Might,1,0.001
Enflamed Choker of Fiery Might,2,0.002
Scythe of Wit,1,0.001
True Pendant of Shadows,1,0.001
Wood Double Bow of Moon,1,0.001
Demonic Staff of Souls,1,0.001
Mystic Short Bow of Light,1,0.001
Steel Double Bow of Healing,1,0.001
Spear of Pain,1,0.001
Ancient Scepter of Torment,2,0.002
Demonic Dagger of Moon,1,0.001
Cast Iron Fire Flame of Insanity,1,0.001
Demonic Halberd of Suffering,1,0.001
Cast Iron Mace of Shadows,1,0.001
Forged Tome of Souls,1,0.001
Quarterstaff of Skill,1,0.001
Divine Necklace of Brilliance,1,0.001
Mystic Dagger of Lightning,1,0.001
Mace of Skill,1,0.001
Wood Halberd of Souls,1,0.001
Steel Warhammer of Void,1,0.001
Champion Long Sword of Skill,1,0.001
Cryptic Pendant of Shadows,1,0.001
Bronze Wand of Light,1,0.001
Forged Morningstar of Souls,1,0.001
Cast Iron Fire Flame of Destruction,1,0.001
Reinforced Club of Pain,1,0.001
Cast Iron Axe of Fiery Might,1,0.001
Worn Fire Flame of Warding,1,0.001
Mystic Rapier of Lightning,1,0.001
Lava-Forged Long Bow of Abyss,1,0.001
Bronze Staff of Torment,1,0.001
Exquisite Pendant of Storms,1,0.001
Shadow Ice Flame of Fiery Might,1,0.001
Dagger of Lightning,1,0.001
Cast Iron Quarterstaff of Shadows,1,0.001
Lava-Forged Wand of Void,2,0.002
Cracked Long Sword of Shadows,1,0.001
Mystic Fire Flame of Fiery Might,1,0.001
Forged Axe of Insanity,1,0.001
Club of Void,1,0.001
Wood Greater Wand of Skill,1,0.001
Silver Pendant of Skill,1,0.001
Champion Club of Pain,1,0.001
Elemental Choker of Insanity,3,0.003
Mystic Morningstar of Lightning,2,0.002
Cracked Short Bow,1,0.001
Forged Scepter of Arcane,1,0.001
Cracked Mace of Abyss,1,0.001
Lava-Forged Spear of Healing,1,0.001
Demonic Halberd of Healing,1,0.001
Bronze Tome of Might,1,0.001
Worn Long Sword of Arcane,1,0.001
Cast Iron Axe of Moon,1,0.001
Reinforced Spear of Storms,1,0.001
Demonic Axe of Lightning,1,0.001
Bronze Scepter of Light,1,0.001
Cracked Greater Wand of Sun,2,0.002
Club of Destruction,1,0.001
Steel Long Bow of Doom,1,0.001
Mystic Scythe of Abyss,1,0.001
Forged Tome of Vengeance,1,0.001
Demonic Staff of Wit,1,0.001
Reinforced Scythe of Brilliance,1,0.001
Lava-Forged Axe of Doom,2,0.002
